0.52,4.6196
0.53,4.2353
0.54,3.9055
0.55,3.6211
0.56,3.3748
0.57,3.1608
0.58,2.9739
0.59,2.8104
0.6,2.6667
0.61,2.5401
0.62,2.4282
0.63,2.3291
0.64,2.241
0.65,2.1626
0.66,2.0925
0.67,2.0299
0.68,1.9736
0.69,1.9231
0.7,1.8776
0.71,1.8364
0.72,1.7992
0.73,1.7654
0.74,1.7347
0.75,1.7067
0.76,1.6811
0.77,1.6577
0.78,1.6362
0.79,1.6164
0.8,1.5982
0.81,1.5814
0.82,1.5658
0.83,1.5513
0.84,1.5378
0.85,1.5252
0.86,1.5134
0.87,1.5023
0.88,1.4919
0.89,1.4821
0.9,1.4728
0.91,1.464
0.92,1.4556
0.93,1.4476
0.94,1.44
0.95,1.4327
0.96,1.4256
0.97,1.4189
0.98,1.4124
0.99,1.4061
1,1.4
1.01,1.3941
1.02,1.3883
1.03,1.3827
1.04,1.3773
1.05,1.3719
1.06,1.3667
1.07,1.3616
1.08,1.3566
1.09,1.3516
1.1,1.3467
1.11,1.342
1.12,1.3372
1.13,1.3326
1.14,1.328
1.15,1.3234
1.16,1.3189
1.17,1.3144
1.18,1.31
1.19,1.3056
1.2,1.3013
1.21,1.297
1.22,1.2927
1.23,1.2884
1.24,1.2842
1.25,1.28
1.26,1.2758
1.27,1.2717
1.28,1.2675
1.29,1.2634
1.3,1.2593
1.31,1.2553
1.32,1.2512
1.33,1.2472
1.34,1.2432
1.35,1.2392
1.36,1.2352
1.37,1.2312
1.38,1.2272
1.39,1.2233
1.4,1.2194
1.41,1.2155
1.42,1.2116
1.43,1.2077
1.44,1.2038
1.45,1.2
1.46,1.1962
1.47,1.1923
1.48,1.1885
1.49,1.1847
1.5,1.181
1.51,1.1772
1.52,1.1734
1.53,1.1697
1.54,1.166
1.55,1.1623
1.56,1.1586
1.57,1.1549
1.58,1.1512
1.59,1.1476
1.6,1.1439
1.61,1.1403
1.62,1.1367
1.63,1.1331
1.64,1.1295
1.65,1.1259
1.66,1.1224
1.67,1.1188
1.68,1.1153
1.69,1.1118
1.7,1.1083
1.71,1.1048
1.72,1.1013
1.73,1.0979
1.74,1.0944
1.75,1.091
1.76,1.0876
1.77,1.0842
1.78,1.0808
1.79,1.0774
1.8,1.0741
1.81,1.0707
1.82,1.0674
1.83,1.0641
1.84,1.0608
1.85,1.0575
1.86,1.0542
1.87,1.051
1.88,1.0478
1.89,1.0445
1.9,1.0413
1.91,1.0381
1.92,1.0349
1.93,1.0318
1.94,1.0286
1.95,1.0255
1.96,1.0224
1.97,1.0192
1.98,1.0161
1.99,1.0131
2,1.01
2.01,1.0069
2.02,1.0039
2.03,1.0009
2.04,0.99787
2.05,0.99488
2.06,0.99189
2.07,0.98893
2.08,0.98597
2.09,0.98303
2.1,0.98011
2.11,0.97719
2.12,0.97429
2.13,0.97141
2.14,0.96854
2.15,0.96568
2.16,0.96284
2.17,0.96
2.18,0.95719
2.19,0.95438
2.2,0.95159
2.21,0.94882
2.22,0.94605
2.23,0.9433
2.24,0.94057
2.25,0.93784
2.26,0.93513
2.27,0.93243
2.28,0.92975
2.29,0.92708
2.3,0.92442
2.31,0.92177
2.32,0.91914
2.33,0.91652
2.34,0.91391
2.35,0.91131
2.36,0.90873
2.37,0.90616
2.38,0.9036
2.39,0.90106
2.4,0.89852
2.41,0.896
2.42,0.89349
2.43,0.89099
2.44,0.88851
2.45,0.88604
2.46,0.88357
2.47,0.88112
2.48,0.87869
2.49,0.87626
2.5,0.87385
2.51,0.87144
2.52,0.86905
2.53,0.86667
2.54,0.8643
2.55,0.86195
2.56,0.8596
2.57,0.85727
2.58,0.85494
2.59,0.85263
2.6,0.85033
2.61,0.84804
2.62,0.84576
2.63,0.84349
2.64,0.84124
2.65,0.83899
2.66,0.83675
2.67,0.83453
2.68,0.83231
2.69,0.83011
2.7,0.82791
2.71,0.82573
2.72,0.82356
2.73,0.82139
2.74,0.81924
2.75,0.8171
2.76,0.81497
2.77,0.81284
2.78,0.81073
2.79,0.80863
2.8,0.80654
2.81,0.80445
2.82,0.80238
2.83,0.80032
2.84,0.79826
2.85,0.79622
2.86,0.79418
2.87,0.79216
2.88,0.79014
2.89,0.78814
2.9,0.78614
2.91,0.78415
2.92,0.78217
2.93,0.7802
2.94,0.77824
2.95,0.77629
2.96,0.77435
2.97,0.77241
2.98,0.77049
2.99,0.76857
3,0.76667
